"CD_FOR","NM_RAZAO","NM_FANTASIA","TP_FOR","ST_SITUACAO","TP_FORNECIMENTO","NR_CGC_CPF","NM_USUINC","DT_USUINC","NR_INSC_EST","DT_ULT_COMPRA","VL_ULT_COMPRA","VL_ACUM_COMPRA","OB_FOR","NM_USUALT","DT_USUALT","DS_EMAIL_NFE","NR_INSC_MUNICIPAL","CD_TP_ATIVIDADE"
2071,OZONIO EDITORACAO ELET.E DIAG. LTDA ME,OZONIO,J,A,M,6925361000125,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:40:22,,,
2081,KURZ DO BRASIL FOLHAS E MAQ. LTDA,KURZ,J,A,M,44022333000197,IMPORTACAO,2011-09-14 00:00:00,"109192543112",2020-02-21 00:00:00,453.55,69921.79,,DAVID,2019-02-19 10:28:23,michelle.gentil@kurz.com.br,,
2091,INDUSTRIA COM. SERV. ELET. LTDA,ISOPAINEIS,J,I,M,2207691000124,IMPORTACAO,2011-09-14 00:00:00,,,,,,"2207691000124",,,,
2101,IIMAK INTERNATIONAL IMAGING MATERIALS,IIMAK INTERNATIONAL,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
2111,POUSADA VERDE MAR LTDA,POUSADA VERDE MAR,J,I,M,73998940000195,IMPORTACAO,2011-09-14 00:00:00,,,,,,"73998940000195",,,,
2121,DISTRIBUIDORA TECUB LTDA,TECLUB,J,I,M,1589144000198,IMPORTACAO,2011-09-14 00:00:00,,,,,,"1589144000198",,,,
2131,FAST SHOP COMERCIAL LTDA,FAST SHOP,J,I,M,43708379004008,IMPORTACAO,2011-09-14 00:00:00,,,,,,"43708379004008",,,,
2141,PETROLEO BRASILEIRO S.A PETROBRAS  FAFEN,PETROBRAS,J,A,M,33000167112252,IMPORTACAO,2011-09-14 00:00:00,"00950123",,,,,DAVID,2012-12-04 13:53:22,,,
2151,SOLEFLEX COM. E REPRES.TECNICAS LTDA,SOLEFLEX,J,A,M,1066048000165,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:32:17,,,
2161,ABC EQUIP. E TEC. AMBIENTAIS .LTDA,ABC,J,A,M,8675959000139,IMPORTACAO,2011-09-14 00:00:00,"714100880110",2014-05-20 00:00:00,530,2005,,DAVID,2012-04-02 14:39:33,,,
2171,OLIVEIRA ASSIS COM. DE PROD.ALIM.LTDA ME,TEMPERO DA JULY,J,A,M,8638492000157,IMPORTACAO,2011-09-14 00:00:00,"73235625",2013-06-21 00:00:00,656,656,,ALBA,2012-03-02 14:36:06,,,
2181,AVION COMERCIAL LTDA,AVION - MEGA MARCAS,J,I,M,1401203000152,IMPORTACAO,2011-09-14 00:00:00,"44878478",,,,,"1401203000152",,,,
2191,AEROPORTO INTERN. DE SALVADOR,AEROPORTO,J,I,M,352294001516,IMPORTACAO,2011-09-14 00:00:00,,,,,,"352294001516",,,,
2201,LAVORE IND. COMERCIO LTDA,LAVORE,J,A,M,3957952000196,IMPORTACAO,2011-09-14 00:00:00,"115948682115",2013-04-08 00:00:00,1013.79,3140.29,,DAVID,2011-10-14 14:29:30,edvaldo.correa@lavorebrasil.com.br,,
2211,SEMP TOSHIBA INFORMATICA LTDA,SEMP TOSHIBA,J,A,M,54428040000168,IMPORTACAO,2011-09-14 00:00:00,"48066718",,,-18905.4,,CANTONIO,2012-12-27 07:24:19,vladimir.costa@semptoshiba.com.br,,
2221,QUALITYPOINT TEC DIGITAL LTDA,QUALITYPOINT,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
2231,CENTRALTEC CLIMATIZACAO LTDA-ME,CENTRALTEC,J,A,M,5470488000134,IMPORTACAO,2011-09-14 00:00:00,"059061838",,,,,DAVID,2016-01-05 10:09:19,,,
2241,AG. FORNEC.INF. TECNICAS COM. LTDA,AFITEC,J,A,M,1832247000137,IMPORTACAO,2011-09-14 00:00:00,"0626868400054",2012-06-27 00:00:00,835,835,,MARIO,2012-07-12 14:25:46,,,
2251,ESPACO E FORMA MOVEIS E DIVISORIAS LTDA,ESPACO E FORMA,J,A,M,37977691000945,IMPORTACAO,2011-09-14 00:00:00,"55456195",2019-05-21 00:00:00,823.52,3305.01,,DAVID,2012-10-30 09:43:29,,,
2261,AUTO ESCOLA MATRIZ,MATRIZ,J,I,M,9035351000102,IMPORTACAO,2011-09-14 00:00:00,,,,,,"9035351000102",,,,
2271,MINAS PNEUS LTDA,MINAS PNEUS,J,I,M,17160904001310,IMPORTACAO,2011-09-14 00:00:00,"69528464",,,,,"17160904001310",,,,
2281,STEEL SERV COM. IMP.E EXP. LTDA,STEELSERV,J,A,M,58740440000165,IMPORTACAO,2011-09-14 00:00:00,"114856998115",2019-10-08 00:00:00,361.93,5714.33,,DAVID,2019-02-19 10:33:15,vendas2@steelserv.com.br,,
2291,JORGE SILVA SANTOS,MARTINS IMOVEIS,F,I,M,6510175568,IMPORTACAO,2011-09-14 00:00:00,,,,,,"6510175568",,,,
2301,SALVADOR FIO COMERCIO LTDA,BAHIA CABOS,J,I,M,4527653000184,IMPORTACAO,2011-09-14 00:00:00,,,,,,"4527653000184",,,,
2311,NUCLEO DE INFORM COORD. PONTO BR,NIC.BR,J,A,M,5506560000136,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:11:18,,,
2321,ATACADAO DO PAPEL,PAPEL E CIA,J,A,M,7014198000373,IMPORTACAO,2011-09-14 00:00:00,"66733658",2020-03-18 00:00:00,397.3,35375.74,,DAVID,2019-04-02 14:52:16,vendas11@papelecia.com.br,,
2331,FAST GRAPH SERV. GRAFICOS LTDA,FAST GRAPH,J,A,M,710393000127,IMPORTACAO,2011-09-14 00:00:00,ISENTO,,,,,DAVID,2012-09-04 16:00:12,,,
2341,CENTAURO GRAFICA E EDITORA LTDA,CENTAURO,J,A,M,2111102000100,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,MARIO,2012-02-28 16:42:25,,,
2351,COMERCIAL LILY LTDA,COMERCIAL LILY,J,A,M,1656242000109,IMPORTACAO,2011-09-14 00:00:00,"114716574112",,,,,ALBA,2012-03-02 14:11:33,comerciallily@yahoo.com.br,,
2361,ASSOCIACAO ALPHA VILLE LITORAL NORTE,ALPHA VILLE,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
2371,SUL AMERICA COMP. DE SEGURO SAUDE,SUL AMERICA,F,A,M,0,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:11:49,,,
2381,COLEGIO SALESIANO DOM BOSCO,COLEGIO SALESIANO,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
2391,OI - TNL PCS S.A,OI,J,A,M,4164616000159,IMPORTACAO,2011-09-14 00:00:00,"77115080",,,,,ALBA,2012-03-02 14:39:05,,,
2401,TELIS ELETRONICOS LTDA,TELIS,J,A,M,3474553000174,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:12:02,,,
2411,ELETRICA BAHIANA COM. MAT. ELE. LTDA,ELETRICA BAHIANA,J,I,M,570553000180,IMPORTACAO,2011-09-14 00:00:00,,,,,,"570553000180",,,,
2421,FURNAX COML. E IMPORTADORA LTDA,FURNAX,J,A,M,144257000117,IMPORTACAO,2011-09-14 00:00:00,"114500400119",,,,,ALBA,2012-03-02 14:12:35,embalagens1@furnax.com.br,,
2431,SPECIAL CURE IND. E COM. LAMPADAS EQUIP,SPECIAL CURE,J,I,M,7311421000182,IMPORTACAO,2011-09-14 00:00:00,,,,,,"7311421000182",,,,
2441,TRANSCOMPRAS TRANSP E COMPRAS COMERCIAL LTDA,TRANSCOMPRAS,J,A,T,32717811000790,IMPORTACAO,2011-09-14 00:00:00,"55508674",,,,,DAVID,2011-11-22 07:14:29,,,
2451,BIT SHOP  IND.COM.EXP. E EMP.LTDA,BIT SHOP,J,I,M,42034777000389,IMPORTACAO,2011-09-14 00:00:00,,,,,,"42034777000389",,,,
2461,MUDANCAS E GUARDA-MOVEIS LUZITAR LTDA,MUDANCAS LUZITAR,J,I,M,1852397000102,IMPORTACAO,2011-09-14 00:00:00,"626769370017",,,,,"1852397000102",,,,
2471,SET - SUPERINT.DE ENGENHARIA DE TRAFEGO,SET,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
2481,MDK FEIRAS INTERNACIONAIS LTDA,MDK,J,A,M,71730048000101,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:12:58,,,
2491,UNICARD BANCO MULTIPLO S.A,UNICARD,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
2501,LATAM - TAM LINHAS AEREAS S/A (SP),LATAM - TAM LINHAS AEREAS S/A (SP),J,A,T,2012862000160,IMPORTACAO,2011-09-14 00:00:00,"112347127116",,,,comercial.cargas.ssa@tam.com.br,ALBA,2020-03-09 17:08:21,,,
2511,COLEGIO OFICINA,COLEGIO OFICINA,J,I,M,40490989000183,IMPORTACAO,2011-09-14 00:00:00,,,,,,"40490989000183",,,,
2521,AZEVEDO FIUZA MATERIAIS DE CONSTRUCAO LT,MADERVILLAS,J,A,M,4531250000109,IMPORTACAO,2011-09-14 00:00:00,"55588504",2020-01-28 00:00:00,105,105,,DAVID,2013-10-03 08:58:06,,,
2531,SALVADOR CABOS COMERCIO LTDA,SALVADOR CABOS,J,I,M,1891307000192,IMPORTACAO,2011-09-14 00:00:00,,,,,,"1891307000192",,,,
2541,PANTONE INC,PANTONE INC,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
2551,VIP ENCOMENDAS EXPRESSAS LTDA,VIP ENCOM. EXPRESSAS (SALVADOR),J,A,T,9482385000145,IMPORTACAO,2011-09-14 00:00:00,"76924122",,,,,ALBA,2019-12-17 09:12:26,,,
2561,FLEXCOAT PRODUTOS AUTO-ADESIVOS LTDA,FLEXCOAT,J,I,M,48062707000159,IMPORTACAO,2011-09-14 00:00:00,,,,,,"48062707000159",,,,
2571,GREENFIELD CONSULT.E PROM.DE EVENTOS LTD,GREENFIELD,J,A,M,5976989000197,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:41:42,,,
2581,RIOBEL RIO JOANES DIST.DE BEBIDAS LTDA,RIOBEL,J,I,M,96713839000146,IMPORTACAO,2011-09-14 00:00:00,"36673212",,,,,"96713839000146",,,,
2591,COMERCIAL IMPORT E EXPORTADORA LTDA,CONE,J,I,M,4485098000175,IMPORTACAO,2011-09-14 00:00:00,,,,,,"4485098000175",,,,
2601,CARLOS OTERO PIMENTA BASTOS,CARLOS,F,I,M,82478627515,IMPORTACAO,2011-09-14 00:00:00,,,,,,"82478627515",,,,
2611,THYSSENKRUPP AUTOMOTIVO SYSTEMS  BRASIL,THYSSENKRUPP,J,I,M,2093897000332,IMPORTACAO,2011-09-14 00:00:00,,,,,,"2093897000332",,,,
2621,PLEXBOND QUIMICA S.A,PLEX,J,A,M,8593983000129,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:42:52,,,
2631,JOVIL VAREJO DE PRESENTES LTDA,FREE BAHIA,J,I,M,86985561000102,IMPORTACAO,2011-09-14 00:00:00,,,,,,"86985561000102",,,,
2641,TSA QUIMICA DO BRASIL LTDA,TSA,J,I,M,73767394000181,IMPORTACAO,2011-09-14 00:00:00,,,,,,"73767394000181",,,,
2651,STAND PONTUAL LTDA EPP,CFN STAND,J,A,M,5050872000188,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:42:03,,,
2661,BAHIA TRANS TRANSP DE CARGAS E MUDANCAS,BAHIA TRANS,J,I,T,5685604000132,IMPORTACAO,2011-09-14 00:00:00,,,,,,"5685604000132",,,,
2671,CASA DO CARTUCHO LTDA,CASA DO CARTUCHO,J,I,M,3590418000518,IMPORTACAO,2011-09-14 00:00:00,,,,,,"3590418000518",,,,
2681,DIGIMEC AUTOMATIZACAO INDUSTRIAL LTDA,DIGIMEC,J,A,M,52891215000143,IMPORTACAO,2011-09-14 00:00:00,"110918688110",2012-07-07 00:00:00,798,798,,DAVID,2012-08-06 13:26:47,vendas1@digimec.com.br,,
2691,VISANET-COMP. BRASILEIRA DE M.DE PAGTOS,VISANET,J,A,M,1027058000191,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:13:47,,,
2701,FLAVIA MAGALY DE OLIVA NUNES,FLAVIA,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
2711,ANDORA VIAGENS E TURISMO,ANDORA,J,A,M,7234714000103,IMPORTACAO,2011-09-14 00:00:00,"65644700",,,,,ALBA,2013-02-25 09:34:24,,,
2721,DERFLON COMERCIAL LTDA,DERFLON,J,A,M,68998798000146,IMPORTACAO,2011-09-14 00:00:00,"113602032110",2018-11-08 00:00:00,350,2605,,MARIO,2012-06-25 08:44:52,,,
2731,TEXTIL BRASIL INDUSTRIA E COM. LTDA,ESTOPAS BRASIL,J,A,M,9042691000160,IMPORTACAO,2011-09-14 00:00:00,ISENTO,2012-10-18 00:00:00,190,760,,DAVID,2012-04-11 09:08:35,mrrep@terra.com.br,,
2761,ABRIGO DO SALVADOR,ABRIGO,J,I,M,15230493000123,IMPORTACAO,2011-09-14 00:00:00,,,,,,"15230493000123",,,,
2771,MULTIFLEX MAQUINAS FLEXOGRAFICAS,MULTIFLEX,J,A,M,5646782000154,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:14:24,,,
2781,AUTO MECANICA OLIVEIRA,AUTO,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
2791,JL COM DIST DE PROD. SERIGRAFICOS LTDA,CIA DO SILK,J,A,M,4512114000171,IMPORTACAO,2011-09-14 00:00:00,"055527835",2013-05-03 00:00:00,300,300,,DAVID,2013-06-10 16:39:52,,,
2801,IMPACTOR PROD. E SISTEMAS DE LIMPEZA LTD,IMPACTOR,J,I,M,6969542000153,IMPORTACAO,2011-09-14 00:00:00,,,,,,"6969542000153",,,,
2811,SOUZA CARVALHO SERV.DE INFORMATICA LTDA,LOJA DAS IMPRESSORAS,J,I,M,290920000191,IMPORTACAO,2011-09-14 00:00:00,ISENTO,2013-09-03 00:00:00,115,355,,MARIO,2013-12-12 16:01:24,,,
2821,CNT BRASIL DISTRIBUIDORA LTDA,CNT BRASIL,F,A,M,29650000160,IMPORTACAO,2011-09-14 00:00:00,"645272706114",,,,,ALBA,2012-03-02 14:31:48,,,
2832,LDB TRANSPORTES DE CARGAS LTDA,LDB TRANSPORTES,J,A,T,9411448000768,IMPORTACAO,2011-09-14 00:00:00,"49498088",,,,,DAVID,2012-10-18 13:55:18,distribuicao2.ba@ldbcargas.com.br,,
2841,MARISA AKIKO TANAKA DE LIMA - EPP,CENTRAL DAS CAMERAS,J,A,M,4699299000175,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:14:53,,,
2851,EUROVIA VEICULOS S/A,EUROVIA,J,I,M,2671595000132,IMPORTACAO,2011-09-14 00:00:00,,,,,,"2671595000132",,,,
2861,MARKED MARKETING E SERV.EM TELECOMUNICAC,MARKTEL,J,I,M,1841919000170,IMPORTACAO,2011-09-14 00:00:00,"46459255",,,,,"1841919000170",,,,
2871,LPV REVESTIMENTOS E CONSTRUCOES LTDA,CASARAO DO PISO,J,I,M,2520946000457,IMPORTACAO,2011-09-14 00:00:00,,,,,,"2520946000457",,,,
2881,ECONOLITE INSTALACOES ELETRICAS LTDA.,ECONOLITE,J,A,M,50594241000184,IMPORTACAO,2011-09-14 00:00:00,ISENTO,2013-02-18 00:00:00,1640,4972.6,cliente@econolite.com.br,DAVID,2012-09-24 10:28:23,cliente@econolite.com.br,,
2891,BYRMAN COMERCIO E SERVICOS LTDA,BYRMAN,J,A,M,2384620000105,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-07 12:47:47,,,
2901,THEMIS IND. COM.DE CONF. LTDA,THEMIS,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
2911,D'FABRICA DIVISORIAS E FORROS LTDA,D'FABRICA,J,A,M,5278471000180,IMPORTACAO,2011-09-14 00:00:00,"058199323",2016-05-12 00:00:00,178.2,178.2,,CANTONIO,2016-05-12 11:02:00,,,
2921,FP BARRETO PAPEIS EPP',FP,J,I,M,6871732000133,IMPORTACAO,2011-09-14 00:00:00,,,,,,"6871732000133",,,,
2931,SHIVA COMERCIO E REPRESENTACOES LTDA,SHIVA,J,I,M,7133099000149,IMPORTACAO,2011-09-14 00:00:00,,,,,,"7133099000149",,,,
2941,FAST EXPRESS TRANSPORTES  E LOGISTICA LT,FAST EXPRESS,J,A,T,3939581000110,IMPORTACAO,2011-09-14 00:00:00,"53485050",,,,,DAVID,2012-03-06 13:09:07,,,
2952,OFFICER DISTRIB PRODUTOS INFORM. S/A,OFFICER,J,I,M,71702716000421,IMPORTACAO,2011-09-14 00:00:00,"206181453113",,,,,"71702716000421",,,,
2961,FITAS FLAX INDUSTRIA E COMERCIO LTDA,FLAX FITAS ADESIVAS,J,I,M,68654508000147,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,DAVID,2019-02-19 09:37:57,,,
2971,ARMOR BRASIL IND. E COM. DE FITAS IMP.,ARMOR,J,I,M,8979043000172,IMPORTACAO,2011-09-14 00:00:00,,,,,,"8979043000172",,,,
2981,AUTO VIACAO CAMURUJIPE LTDA,CAMURUJIPE,J,A,T,15890809000103,IMPORTACAO,2011-09-14 00:00:00,"25860748",,,,,DBSFLEXO,2011-12-30 08:37:16,,,
2991,EMPORIO BIJUX COMERCIO DE BIJUTERIAS,HABIB MORAES SALEM,J,I,M,6189992000123,IMPORTACAO,2011-09-14 00:00:00,,,,,,"6189992000123",,,,
3001,RENAULT DO BRASIL S/A.,RENAULT,J,A,M,913443000173,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:31:27,,,
3011,AXPLUS COM. E SERV. DE INFORMATICA  LTDA,AXPLUS,J,A,M,6941020000143,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:15:34,,,
3021,AKAD COMPUTACAO GRAFICA LTDA,AKAD,J,A,M,59476598000132,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:17:20,,,
3031,CELIANE C. SOUSA REPRESENTACOES LTDA,DL,J,A,M,2617557000100,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 13:56:58,,,
3041,QUIMICRYL SOLUCOES DE ALTO DESEMPENHO,QUIMICRYL,J,I,M,61222923000182,IMPORTACAO,2011-09-14 00:00:00,,,,,,"61222923000182",,,,
3051,DELTRA COM. E MONTAGEM IMP E  EXP  EQUIP,DELTRA,J,A,M,3915248000170,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:33:56,,,
3061,LUMINAR TINTAS E VERNIZES LTDA,LUMINAR,J,A,M,61360053000108,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:17:42,,,
3071,NEWORK DO BRASIL LTDA,NEWORK,J,A,M,2863803000103,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:17:54,,,
3081,CAMMEC COMERCIO E REPRESENTACOES LTDA,CAMMEC,J,A,M,1240392000129,IMPORTACAO,2011-09-14 00:00:00,"44293053",2012-04-18 00:00:00,850,850,,DAVID,2012-04-17 10:17:50,,,
3092,HANDYTECH INFOMATICA E ELETRONICA LTDA,HANDYTECH,J,A,M,904969000278,IMPORTACAO,2011-09-14 00:00:00,"55947073",2014-10-03 00:00:00,322.75,5075.23,,DAVID,2012-03-23 07:39:06,ilana.mendes@handy.com.br,,
3101,MARLENE FARIAS CARVALHO DE SOUSA,COCADA DA TONHA,F,A,M,12044750597,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-07 12:47:26,,,
3111,REI DAS MAQUITAS COM. SERV. LTDA,REI DAS MAQUITAS,J,I,M,5487347000124,IMPORTACAO,2011-09-14 00:00:00,,,,,,"5487347000124",,,,
3121,POSITIVO INFORMATICA S/A,POSITIVO INFORMATICA,J,A,M,81243735000903,IMPORTACAO,2011-09-14 00:00:00,"62753622",,,,,DAVID,2012-06-19 08:03:25,,,
3131,SERVMAQ ANDRE PAULO MACIEL ROCHA-ME,SERVMAQ,J,I,M,7840610000142,IMPORTACAO,2011-09-14 00:00:00,,,,,,"7840610000142",,,,
3141,SOLUCAO COMERCIO E SERVICOS DE EXTINTORE,SOLUCAO EXTINTORES,J,A,M,5263167000169,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-07 12:47:05,,,
3151,METALPLAN EQUIPAMENTOS LTDA,METALPLAN,J,I,M,56376957000191,IMPORTACAO,2011-09-14 00:00:00,"241016678116",,,,,"56376957000191",,,,
3161,COP EDITORA LTDA,COP,J,A,M,34266858000114,IMPORTACAO,2011-09-14 00:00:00,"73932180",,,,,ALBA,2012-03-02 14:39:42,,,
3171,MRS GRAFICA E EDITORA LTDA .EPP,ECOGRAPH,J,I,M,3237750000170,IMPORTACAO,2011-09-14 00:00:00,"442211810110",,,,,"03237750000170",,atendimento@ecograph.com.br,,
3181,ALTEC INDUSTRIA E COMERCIO DE INSTRUMENT,ALTEC,J,A,M,52328382000180,IMPORTACAO,2011-09-14 00:00:00,"286261031113",2014-04-08 00:00:00,526.88,2204.08,,DAVID,2012-04-25 10:48:41,angela.m@altec.com.br,,
3191,QUALYTEXTIL S/A,QUALYTEXTIL,J,I,M,4011170000122,IMPORTACAO,2011-09-14 00:00:00,,,,,,"4011170000122",,,,
3201,ELIANE FREGULIA DE SOUZA,SUL FERRAMENTAS,J,I,M,8017770000159,IMPORTACAO,2011-09-14 00:00:00,,,,,,"8017770000159",,,,
3211,CAISA REPRESENTACAO COMERCIAL LTDA,CAISA,J,I,M,8156627000148,IMPORTACAO,2011-09-14 00:00:00,,,,,,"8156627000148",,,,
3221,EMPRESA CONT.PREV.PRAGAS HIG.LTDA,ECOPREV,J,I,M,40560468000155,IMPORTACAO,2011-09-14 00:00:00,,,,,,"40560468000155",,,,
3231,CAMALLON IND. COM. PROD. GRAFICOS LTDA,CAMALLON,J,I,M,9204981000163,IMPORTACAO,2011-09-14 00:00:00,,,,,,"9204981000163",,monica@camallon.com,,
3241,TNT MERCÚRIO CARGAS E ENCOMENDAS,TNT - MERCÚRIO,J,A,T,95591723011900,IMPORTACAO,2011-09-14 00:00:00,"64703571",,,,,DAVID,2013-06-19 08:30:06,,,
3251,PROCIFAR COM. PROD. CIRURG. FARM. LTDA,PROCIFAR,J,A,M,14722938000120,IMPORTACAO,2011-09-14 00:00:00,"002051967",2020-03-18 00:00:00,894.3,24854.37,,MARIO,2012-04-20 14:45:54,absolan@procifar.com.br,,
3271,VEDER DO BRASIL LTDA.,VEDER,J,A,M,65874968000192,IMPORTACAO,2011-09-14 00:00:00,"113094515118",,,,,ALBA,2012-03-02 14:18:08,,,
3281,TECNA-TRONIC IND. E COM.DE MAQUINAS LTDA,TECNATRONIC,J,A,M,6780750000100,IMPORTACAO,2011-09-14 00:00:00,"600121610118",,,,,MARIO,2012-09-14 08:10:59,,,
3291,PRAXAIR SURFACE TECHANOLOGIES DO BRASIL,PRAXAIR,J,A,M,77679686000113,IMPORTACAO,2011-09-14 00:00:00,"1370183305",2013-03-21 00:00:00,320,320,,CANTONIO,2013-01-23 16:29:20,eduardo@plasttec.com.br,,
3301,PANIFICADORA E LANCHONETE STEINDORF LTDA,PADARIA CRISTAL,J,A,M,8766261000129,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-12 09:12:19,,,
3311,F.A. FERREIRA MOREIRA ME,CDIMPRESSO,J,I,M,8157918000150,IMPORTACAO,2011-09-14 00:00:00,,,,,,"8157918000150",,,,
3321,"17 EMPREENDIMENTOS IMOBILIARIOS LTDA",DEZESSETE,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
3331,POUSADA VILLA GIARDINI NAXOS LTDA,POUSADA VILLA,J,A,M,7815043000174,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2013-01-08 11:36:10,,,
3341,PIMACO AUTOADESIVOS LTDA,PIMACO,J,A,M,33011578000100,IMPORTACAO,2011-09-14 00:00:00,"82077502",,,,,ALBA,2012-03-02 14:40:01,mauricio.pires@gumtac.com.br,,
3351,ANTONIO CARDOSO DE OLIVEIRA,A.C REPRESENTACOES,J,A,M,12691713000128,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:44:31,,,
3361,INTERPNEUS COM E SERV AUTOMOTIVOS LTDA,INTERPNEUS,J,A,M,6317413000180,IMPORTACAO,2011-09-14 00:00:00,"64140502",2013-05-16 00:00:00,260,3142.78,,DAVID,2013-05-16 16:41:46,,,
3372,SALVADOR FIO COM. LTDA,BAHIA CABOS,J,I,M,4527653000184,IMPORTACAO,2011-09-14 00:00:00,,,,,,"4527653000184",,,,
3381,CARMEN FERRAZ EVENTOS E CONGRESSOS LTDA,CARMEN - CMF,J,A,M,827744000184,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:18:45,,,
3391,MITSUI SUMITOMO SEGUROS,MITSUI,J,A,M,33016221000107,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:19:15,,,
3401,IGUATEMI PNEUS LTDA,IGUATEMI,J,A,M,13644398000140,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:58:11,,,
3421,SAO PAULO SECRETARIA DA SAUDE,SEC,F,A,M,0,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:19:30,,,
3431,TATICCA - ORGANIZACAO & MARKETING DE EV,TATICCA,F,I,M,0,IMPORTACAO,2011-09-14 00:00:00,,,,,,"0",,,,
3441,ACQUA MINEIRA COM. DE EMBALAGENS LTDA,ACQUA,J,I,M,,IMPORTACAO,2011-09-14 00:00:00,,,,,,,,,,
3451,MARVIN IND. E COM.DE CONFECCOES LTDA,MARVIN,J,I,M,3829243000125,IMPORTACAO,2011-09-14 00:00:00,,,,,,"3829243000125",,,,
3461,PROMOM IND. E COMERCIO LTDA,PROMOM,J,A,M,46149423000179,IMPORTACAO,2011-09-14 00:00:00,ISENTO,2016-07-21 00:00:00,683.1,2827.8,,MARIO,2012-01-25 15:35:14,material@promom.com.br,,
3471,TRAMA-LOC DE BENS MOVEIS LTDA,TRAMA,J,I,M,8414956000141,IMPORTACAO,2011-09-14 00:00:00,,,,,,"8414956000141",,,,
3481,FINISH GRAFICA E EDITORA LTDA,FINISH,J,I,M,4753287000181,IMPORTACAO,2011-09-14 00:00:00,,,,,,"4753287000181",,,,
3491,"BTS FEIRAS,EVENTOS E EDITORA LTDA",BRASIL TRADE SHOWS,J,A,M,1914765000108,IMPORTACAO,2011-09-14 00:00:00,"0",,,,,ALBA,2012-03-02 14:21:41,,,
3501,KRAUS&NAIMER IND. E COM. LTDA,KRAUS&NAIMER,J,I,M,51706745000101,IMPORTACAO,2011-09-14 00:00:00,,,,,,"51706745000101",,,,
3511,MR GOLD COMERCIAL LTDA,MR GOLD,J,I,M,5769706000136,IMPORTACAO,2011-09-14 00:00:00,,,,,,"5769706000136",,,,
3521,TRANSPORTADORA SEBENELLI LTDA,SEBENELLI,J,I,T,6822727000130,IMPORTACAO,2011-09-14 00:00:00,,,,,,"6822727000130",,,,
